ρ,ρ*ρ,σ²-Model,σ²-Analytical
0.05,0.0025000000000000005,0.059092063173437494,0.058642061281337046
0.1,0.010000000000000002,0.14641578792795998,0.14063291139240508
0.15000000000000002,0.022500000000000006,0.32635407760927754,0.26034132841328417
0.2,0.04000000000000001,0.6504867512603899,0.44571428571428573
0.25,0.0625,1.7605573786667974,0.7589285714285714
0.3,0.09,6.083732851996,1.371290322580645
0.35,0.12249999999999998,13.55410680613616,2.9880633802816896
0.36,0.1296,15.868477490100709,3.6772085106382963
0.37,0.1369,13.779536472869777,4.681515922014622
0.38,0.1444,21.444134706208278,6.277441004184101
0.39,0.1521,19.554898640938376,9.198135640648017
0.4,0.16000000000000003,26.568260261864374,16.240000000000034
0.41000000000000003,0.16810000000000003,27.710433739759438,56.746101680672695
0.41100000000000003,0.16892100000000002,34.1676487842489,74.66481278125411
